,reward,performance,loss,episode,reward_smooth,performance_smooth
0,0.0,,0.0,0.0,,
1,0.0,,0.0,90.0,,
2,0.0,,0.0,180.0,,
3,0.0,,0.0,270.0,,
4,0.0,,0.0,360.0,,
5,0.0,,0.0,450.0,,
6,0.0,,0.0,540.0,,
7,0.0,,0.0,630.0,,
8,0.0,,0.0,720.0,,
9,0.0,,0.0,810.0,,
10,0.0,,0.0,900.0,,
11,0.0,,0.0,990.0,,
12,0.0,,0.0,1080.0,,
13,0.0,,0.0,1170.0,,
14,0.0,,0.0,1260.0,,
15,0.0,,0.0,1350.0,,
16,0.0,,0.0,1440.0,,
17,0.0,,0.0,1530.0,,
18,0.0,,0.0,1620.0,,
19,0.0,,0.0,1710.0,,
20,0.0,,0.0,1800.0,,
21,0.0,,0.0,1890.0,,
22,0.0,,0.0,1980.0,,
23,0.0,,0.0,2070.0,,
24,0.0,,0.0,2160.0,,
25,0.0,,0.0,2250.0,,
26,0.0,,0.0,2340.0,,
27,0.0,,0.0,2430.0,,
28,0.0,,0.0,2520.0,,
29,0.0,,0.0,2610.0,,
30,0.0,,0.0,2700.0,,
31,0.0,,0.0,2790.0,,
32,0.0,,0.0,2880.0,,
33,0.0,,0.0,2970.0,,
34,0.0,,0.0,3060.0,,
35,0.0,,0.0,3150.0,,
36,0.0,,0.0,3240.0,,
37,0.0,,0.0,3330.0,,
38,0.0,,0.0,3420.0,,
39,0.0,,0.0,3510.0,,
40,0.0,,0.0,3600.0,,
41,0.0,,0.0,3690.0,,
42,0.0,,0.0,3780.0,,
43,0.0,,0.0,3870.0,,
44,0.0,,0.0,3960.0,,
45,0.0,,0.0,4050.0,,
46,0.0,,0.0,4140.0,,
47,0.0,,0.0,4230.0,,
48,0.0,,0.0,4320.0,,
49,0.0,,0.0,4410.0,,
50,0.0,,0.0,4500.0,,
51,0.0,,0.0,4590.0,,
52,0.0,,0.0,4680.0,,
53,0.0,,0.0,4770.0,,
54,0.0,,0.0,4860.0,,
55,0.0,,0.0,4950.0,,
56,0.0,,0.0,5040.0,,
57,0.0,,0.0,5130.0,,
58,0.0,,0.0,5220.0,,
59,0.0,,0.0,5310.0,,
60,0.0,,0.0,5400.0,,
61,0.0,,0.0,5490.0,,
62,0.0,,0.0,5580.0,,
63,0.0,,0.0,5670.0,,
64,0.0,,0.0,5760.0,,
65,0.0,,0.0,5850.0,,
66,0.0,,0.0,5940.0,,
67,0.0,,0.0,6030.0,,
68,0.0,,0.0,6120.0,,
69,0.0,,0.0,6210.0,,
70,0.0,,0.0,6300.0,,
71,0.0,,0.0,6390.0,,
72,0.0,,0.0,6480.0,,
73,0.0,,0.0,6570.0,,
74,0.0,,0.0,6660.0,,
75,0.0,,0.0,6750.0,,
76,0.0,,0.0,6840.0,,
77,0.0,,0.0,6930.0,,
78,0.0,,0.0,7020.0,,
79,0.0,,0.0,7110.0,,
80,0.0,,0.0,7200.0,,
81,0.0,,0.0,7290.0,,
82,0.0,,0.0,7380.0,,
83,0.0,,0.0,7470.0,,
84,0.0,,0.0,7560.0,,
85,0.0,,0.0,7650.0,,
86,0.0,,0.0,7740.0,,
87,0.0,,0.0,7830.0,,
88,0.0,,0.0,7920.0,,
89,0.0,,0.0,8010.0,,
90,0.0,,0.0,8100.0,,
91,0.0,,0.0,8190.0,,
92,0.0,,0.0,8280.0,,
93,0.0,,0.0,8370.0,,
94,0.0,,0.0,8460.0,,
95,0.0,,0.0,8550.0,,
96,0.0,,0.0,8640.0,,
97,0.0,,0.0,8730.0,,
98,0.0,,0.0,8820.0,,
99,0.0,,0.0,8910.0,0.0,
